02-15-2017 00:27:01,D87296,,"-22.918779","-43.608559",0
02-15-2017 00:42:19,D53518,,"-22.88398","-43.49453",0
02-15-2017 00:53:10,D53514,,"-22.884251","-43.495258",0
02-15-2017 01:04:00,C47463,,"-22.8046","-43.30637",0
02-15-2017 01:18:42,A63509,,"-22.792721","-43.294552",2
02-15-2017 01:49:58,D53657,,"-22.88336","-43.495522",2
02-15-2017 01:57:30,D53649,,"-22.88398","-43.494591",0
02-15-2017 02:07:07,C42637,607,"-22.87681","-43.33017",0
02-15-2017 02:14:59,D53593,393,"-22.883261","-43.49511",0
02-15-2017 02:20:34,C41362,,"-22.874287","-43.24168",0.37
02-15-2017 02:43:30,C30161,550,"-22.951281","-43.34848",0
02-15-2017 03:16:15,D13339,383,"-22.908569","-43.18911",0
02-15-2017 03:53:12,C47605,361,"-23.000589","-43.34166",68
02-15-2017 03:58:07,A48182,213,"-22.859909","-43.370754",1.11
02-15-2017 04:00:19,D53505,397,"-22.892269","-43.71891",46
02-15-2017 04:05:48,D53600,,"-22.884451","-43.49522",1
02-15-2017 04:20:18,D86310,864,"-22.899748","-43.542324",9.63
02-15-2017 04:26:09,C47469,,"-23.0198","-43.482948",10
02-15-2017 04:38:39,A37528,,"-22.90246","-43.196468",0
02-15-2017 04:44:56,C47492,,"-23.021049","-43.48278",0
02-15-2017 04:49:51,A27636,439,"-22.91345","-43.201859",51
02-15-2017 04:53:17,C47560,,"-22.91608","-43.361351",0
02-15-2017 04:58:56,D53504,759,"-22.889561","-43.717171",0
02-15-2017 05:09:10,D12153,,"-23.01116","-43.517559",0
02-15-2017 05:10:59,C30358,,"-22.91572","-43.361111",0
02-15-2017 05:30:47,C12007,,"-23.01997","-43.487331",58
02-15-2017 05:30:53,C13077,,"-22.87875","-43.511829",0
02-15-2017 05:31:42,C47662,,"-23.0252","-43.521542",0
02-15-2017 05:43:30,C47613,862,"-22.95359","-43.35656",38
02-15-2017 05:44:10,C12018,,"-22.912889","-43.686539",12
02-15-2017 05:47:07,C12013,,"-22.937651","-43.655182",0
02-15-2017 05:53:49,C44550,782,"-22.85758","-43.36599",21
02-15-2017 05:53:56,D53663,,"-22.883869","-43.494732",0
02-15-2017 05:54:21,C30090,,"-22.92779","-43.355709",42
02-15-2017 05:56:38,C13029,801,"-22.89933","-43.391609",45
02-15-2017 06:11:04,C47626,,"-22.958229","-43.352459",0
02-15-2017 06:12:09,C44503,781,"-22.856779","-43.366539",19
02-15-2017 06:15:57,C12042,,"-22.963289","-43.70171",41
02-15-2017 06:18:58,C30300,550,"-22.985331","-43.22963",0
02-15-2017 06:25:34,C47780,862,"-22.91629","-43.36142",18
02-15-2017 06:28:23,C47911,,"-22.878759","-43.272339",4
02-15-2017 06:39:50,C30128,878,"-22.87879","-43.46883",16
02-15-2017 06:46:09,C12012,,"-23.019091","-43.483891",0
02-15-2017 06:46:09,C12012,,"-23.019091","-43.483891",0
02-15-2017 06:46:09,C12012,,"-23.019091","-43.483891",0
02-15-2017 06:50:10,C27034,775,"-22.811871","-43.301311",47
02-15-2017 06:50:15,C13127,,"-22.896879","-43.442581",26
02-15-2017 06:56:25,A72107,,"-22.889524","-43.29253",0
02-15-2017 07:04:25,C47672,,"-23.002529","-43.36689",49
02-15-2017 07:06:21,C13044,,"-22.86344","-43.366459",16
02-15-2017 07:13:44,C47943,,"-22.8787","-43.272362",0
02-15-2017 07:19:55,C30096,565,"-23.00713","-43.310989",0
02-15-2017 07:20:52,A27504,,"-22.949989","-43.1842",0
02-15-2017 07:22:23,A27622,,"-22.95575","-43.178379",0
02-15-2017 07:26:59,C47912,,"-22.99913","-43.368431",50
02-15-2017 07:29:37,A37516,,"-22.902149","-43.19656",0
02-15-2017 07:30:54,C47574,636,"-22.953581","-43.349709",7
02-15-2017 07:33:56,C47921,,"-22.878929","-43.272049",0
02-15-2017 07:37:58,A27564,,"-22.946131","-43.183681",1
02-15-2017 07:38:00,C30340,565,"-23.007111","-43.311138",0
02-15-2017 07:42:19,C44526,,"-22.8244","-43.325531",0
02-15-2017 07:54:37,C30215,550,"-22.98152","-43.226768",14
02-15-2017 08:02:15,D12161,SV2333,"-22.908119","-43.176392",9
02-15-2017 08:06:54,D87783,2309,"-22.81469","-43.29723",74
02-15-2017 08:09:37,D12154,,"-23.000799","-43.385151",0
02-15-2017 08:12:09,C30097,346,"-22.803881","-43.306499",1
02-15-2017 08:16:07,C30079,,"-22.9517","-43.34866",0
02-15-2017 08:29:54,C13137,878,"-22.996691","-43.320229",35
02-15-2017 08:36:47,A27542,,"-22.9517","-43.18399",0
02-15-2017 08:37:56,C12048,,"-22.995899","-43.235512",24
02-15-2017 08:41:27,D12117,,"-23.02067","-43.482891",0
02-15-2017 08:41:27,D12117,,"-23.02067","-43.482891",0
02-15-2017 08:44:35,D12169,,"-23.000851","-43.388088",34
02-15-2017 08:52:30,C44682,,"-22.860901","-43.356201",0
02-15-2017 09:00:41,D12123,2337,"-22.90941","-43.16901",7
02-15-2017 09:01:42,D53745,846,"-22.88171","-43.498459",45
02-15-2017 09:02:41,D53697,397,"-22.90156","-43.180241",5
02-15-2017 09:07:21,A27574,517,"-22.94537","-43.182362",21
02-15-2017 09:07:39,A72175,422,"-22.920357","-43.222866",17.22
02-15-2017 09:08:05,C50136,302,"-22.941271","-43.252422",45.56
02-15-2017 09:09:44,C47718,691,"-22.90276","-43.29829",12
02-15-2017 09:14:04,D53696,772,"-22.88233","-43.495972",53
02-15-2017 09:16:03,C44574,,"-22.8843","-43.297569",32
02-15-2017 09:16:26,D12162,2382,"-22.985041","-43.210171",32
02-15-2017 09:19:57,C30108,,"-23.004101","-43.42849",37
02-15-2017 09:22:51,C41882,,"-22.911707","-43.179356",0.37
02-15-2017 09:22:54,C41884,,"-22.900501","-43.208839",18.52
02-15-2017 09:22:54,C41884,,"-22.900501","-43.208839",18.52
02-15-2017 09:23:49,A41821,,"-22.814066","-43.246811",0.19
02-15-2017 09:41:29,A29084,473,"-22.868139","-43.290989",0
02-15-2017 09:51:01,C47959,,"-22.951759","-43.349091",7
02-15-2017 09:52:03,D87390,,"-22.974689","-43.694229",0
02-15-2017 09:52:47,A41308,,"-22.977701","-43.221828",1.48
02-15-2017 09:54:04,D12163,SV2333,"-22.948099","-43.18148",60
02-15-2017 09:55:11,D53552,,"-22.88389","-43.49514",0
02-15-2017 09:56:07,A50219,,"-22.920858","-43.223454",42.23
02-15-2017 09:57:51,C27117,775,"-22.81686","-43.301979",0
02-15-2017 09:59:04,A41245,,"-22.902336","-43.256535",32.97
02-15-2017 10:00:04,A41454,,"-22.971569","-43.189453",0.37
02-15-2017 10:00:04,A41454,,"-22.971569","-43.189453",0.37
02-15-2017 10:00:41,A41111,,"-22.902636","-43.20789",0
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:02:43,A41437,,"-22.946316","-43.182144",0.37
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:05:01,C41389,,"-22.953501","-43.356346",7.59
02-15-2017 10:06:11,A41436,,"-22.97979","-43.230984",4.63
02-15-2017 10:07:06,A41379,,"-23.019787","-43.482838",0
02-15-2017 10:07:25,D13342,743,"-22.880159","-43.464741",0
02-15-2017 10:07:38,C41399,,"-22.883688","-43.289589",74.08
02-15-2017 10:08:02,C41361,,"-23.011869","-43.291462",45.93
02-15-2017 10:10:30,A41376,,"-22.914169","-43.175747",0.19
02-15-2017 10:12:59,C41382,,"-22.986643","-43.199844",38.52
02-15-2017 10:13:14,C41393,,"-23.007153","-43.311127",0
02-15-2017 10:13:42,C41388,,"-22.965143","-43.173336",0
02-15-2017 10:15:37,A27600,432,"-22.97904","-43.230789",0
02-15-2017 10:15:45,A27547,432,"-22.97945","-43.229359",0
02-15-2017 10:16:48,C41232,,"-22.953115","-43.196686",20.93
02-15-2017 10:24:34,A27522,433,"-22.920879","-43.217621",13
02-15-2017 10:26:05,D87198,,"-22.91721","-43.608429",0
02-15-2017 10:30:43,D12164,2382,"-22.90904","-43.179878",0
02-15-2017 10:31:51,D53564,,"-22.883751","-43.494991",0
02-15-2017 10:36:35,D53607,,"-22.88427","-43.49535",0
02-15-2017 10:41:57,D53588,,"-22.88401","-43.49493",0
02-15-2017 10:46:30,C27021,774,"-22.8074","-43.327431",7
02-15-2017 10:48:08,D53903,2310,"-22.88327","-43.49506",0
02-15-2017 10:54:39,C47910,2114,"-22.804119","-43.30637",0
02-15-2017 10:57:22,C27052,775,"-22.81723","-43.302052",0
02-15-2017 10:58:24,D17119,840,"-22.918051","-43.642971",14
02-15-2017 11:03:38,C30042,555,"-22.95142","-43.348042",0
02-15-2017 11:04:25,A29035,210,"-22.86841","-43.291801",1
02-15-2017 11:04:50,C47612,861,"-22.95224","-43.391739",10
02-15-2017 11:05:15,C47711,554,"-23.007021","-43.4384",59
02-15-2017 11:15:36,D53523,,"-22.883949","-43.495029",0
02-15-2017 11:16:01,A29052,461,"-22.86833","-43.290951",0
02-15-2017 11:27:56,D53685,397,"-22.86544","-43.422539",44
02-15-2017 11:30:51,D13168,801,"-22.879339","-43.357571",10
02-15-2017 11:35:57,C30194,565,"-22.94869","-43.34824",0
02-15-2017 11:46:05,D53550,369,"-22.88357","-43.495491",12
02-15-2017 11:47:19,A37558,133,"-22.917021","-43.21209",0
02-15-2017 12:00:18,C44589,783,"-22.861059","-43.371059",22
02-15-2017 12:04:13,A37712,,"-25.79274","-53.799332",26
02-15-2017 12:05:25,C30179,565,"-22.804291","-43.3064",0
02-15-2017 12:08:18,D87288,898,"-22.901079","-43.560741",0
02-15-2017 12:16:47,D53508,923,"-22.81971","-43.283352",0
02-15-2017 12:44:25,A41109,112,"-22.873697","-43.241833",0
02-15-2017 12:51:17,C27010,774,"-22.87109","-43.336121",7
02-15-2017 12:53:41,C30213,558,"-22.978121","-43.224319",22
02-15-2017 12:56:49,B73077,,"-22.89979","-43.176979",2
02-15-2017 13:01:21,D13228,803,"-22.88895","-43.390511",49
02-15-2017 13:04:27,C47632,554,"-23.025009","-43.52166",0
02-15-2017 13:05:37,C30157,555,"-22.95121","-43.348061",0
02-15-2017 13:11:51,D53698,,"-22.88372","-43.494968",0
02-15-2017 13:14:11,C44608,721,"-22.861071","-43.355511",0
02-15-2017 13:15:31,B11514,378,"-22.866547","-43.356014",0.37
02-15-2017 13:17:15,A37621,,"-10.23183","-47.960602",62
02-15-2017 13:17:50,B32602,,"-22.8158","-43.39476",0
02-15-2017 13:18:13,A27531,,"-22.9212","-43.256161",0
02-15-2017 13:19:36,D87084,366,"-22.91704","-43.608421",0
02-15-2017 13:19:53,C82548,651,"-22.857616","-43.371265",12.04
02-15-2017 13:20:31,B32699,342,"-22.8109","-43.329731",0
02-15-2017 13:23:54,D53927,2310,"-22.90591","-43.19313",34
02-15-2017 13:24:14,B32517,298,"-22.907591","-43.20937",24
02-15-2017 13:26:21,A27650,432,"-22.91638","-43.251282",0
02-15-2017 13:26:23,D87445,,"-22.919519","-43.607109",20
02-15-2017 13:26:44,C47670,368,"-22.97732","-43.415371",0
02-15-2017 13:29:01,A41296,105,"-22.87479","-43.241219",0
02-15-2017 13:32:07,D87152,850,"-22.899811","-43.554531",0
02-15-2017 13:35:28,C47830,,"-22.951639","-43.349289",10
02-15-2017 13:36:27,B44560,,"-22.861151","-43.355301",0
02-15-2017 13:41:52,D87528,366,"-22.821569","-43.32338",22
02-15-2017 13:42:35,D53512,,"-22.88398","-43.495129",0
02-15-2017 13:42:40,D87316,895,"-22.899469","-43.554039",0
02-15-2017 13:45:48,A41455,,"-22.857943","-43.244495",0
02-15-2017 13:46:17,B28533,321,"-22.854639","-43.247829",27
02-15-2017 13:46:25,C47938,,"-22.952841","-43.348869",0
02-15-2017 13:47:21,C20229,601,"-22.958071","-43.346478",0.19
02-15-2017 13:48:17,C30133,,"-22.954941","-43.376991",45
02-15-2017 13:48:22,A27651,433,"-22.91396","-43.194599",35
02-15-2017 13:51:59,D53717,848,"-22.88328","-43.495159",0
02-15-2017 13:54:30,B32767,,"-22.814341","-43.382259",0
02-15-2017 13:54:42,D53676,397,"-22.88228","-43.496281",36
02-15-2017 13:57:54,B11522,669,"-22.847801","-43.381268",55.93
02-15-2017 14:00:28,C47823,692,"-22.949921","-43.348591",30
02-15-2017 14:02:11,B28565,326,"-22.808121","-43.215099",57
02-15-2017 14:05:37,C47731,636,"-22.89753","-43.351849",0
02-15-2017 14:06:16,C27004,940,"-22.84618","-43.26685",0
02-15-2017 14:07:26,B28595,925,"-22.823839","-43.17461",31
02-15-2017 14:09:51,A29177,,"-22.868641","-43.291248",0
02-15-2017 14:10:32,A27588,432,"-22.911261","-43.209309",0
02-15-2017 14:10:54,C13058,878,"-22.91864","-43.36076",8
02-15-2017 14:11:30,D87334,,"-22.918209","-43.60836",0
02-15-2017 14:11:56,B32513,,"-22.816561","-43.394291",0
02-15-2017 14:12:52,D13324,379,"-22.81991","-43.283161",23
02-15-2017 14:15:41,D87005,,"-22.91704","-43.60815",0
02-15-2017 14:16:56,D87531,,"-22.918011","-43.608109",0
02-15-2017 14:17:58,C20109,380,"-22.957859","-43.346188",0
02-15-2017 14:18:53,C47932,,"-22.952591","-43.35009",4
02-15-2017 14:19:07,C30360,565,"-22.93824","-43.349171",0
02-15-2017 14:21:03,A37618,583,"-22.90181","-43.194191",1
02-15-2017 14:21:04,B32664,,"-22.81469","-43.3825",0
02-15-2017 14:21:22,B32672,688,"-22.869141","-43.293968",56
02-15-2017 14:24:25,D87450,738,"-22.912649","-43.656651",0
